RowNumber,Census,plot,Age.init,Age,Tag,Área de muestreo,SubTrans,Transecto,Categoría,Especie,sup,h1,DB1,DB2,DB3,DB4,DB5,DB6,DB7,DB8,DB9,DB10,DB11,DB12,DB13,DB14,DB15,DB16,DB17,DB18,DB19,DB20,DB21,DB22,DB23,DB24,DB max,DB min,Num tallos total,Número de tallos muertos,AB soto (cm2/1ha),AB soto (cm2/32m2),Densidad soto 1ha,Densidad soto sitio (32m2),Regen,LF,Observaciones,X,Y,
CR_14_D_2009_2491,2009,14,1,7,6,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.71,3.19,
CR_14_D_2009_2492,2009,14,1,7,7,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.84,3.15,
CR_14_D_2009_2493,2009,14,1,7,8,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.84,3.34,
CR_14_D_2009_2515,2009,14,1,7,30,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,1.8,1.3,1.3,0,0,0,0,0,1.5,,,,,,,,,,,,,,,,,1.5,0,8,5,0.1381809894,4.4217916599,312.5,1,,T,,3.4,4.88,
CR_14_D_2009_2538,2009,14,1,7,53,,D,2,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.26,3.17,
CR_14_D_2009_2539,2009,14,1,7,54,,D,2,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.41,3.26,
CR_14_D_2009_2640,2009,14,1,7,152,32,D,5,<1,Mimosa acantholoba var. eurycarpa,1,2.55,0,2.5,2,0,,,,,,,,,,,,,,,,,,,,,2.5,0,4,2,0.2515728492,8.0503311748,312.5,1,,T,,4.67,0.28,
CR_14_D_2009_2664,2009,14,1,7,179,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.7,1.68,
CR_14_D_2009_2672,2009,14,1,7,188,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,2.33,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0.0245436926,0.7853981634,312.5,1,,T,,13.48,1.48,
CR_14_D_2009_2702,2009,14,1,7,220,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,13.94,0.7,
CR_14_D_2009_2706,2009,14,1,7,224,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,S,T,,3.45,0.66,
CR_14_D_2009_2721,2009,14,1,7,241,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,2.57,2.2,1.2,0,,,,,,,,,,,,,,,,,,,,,,2.2,0,3,1,0.1541343896,4.9323004661,312.5,1,R,T,,4.95,1.53,
CR_14_D_2009_2722,2009,14,1,7,242,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,2.14,0.4,1.2,1.25,2,,,,,,,,,,,,,,,,,,,,,2,0.4,4,0,0.1757941983,5.6254143453,312.5,1,R,T,,4.93,1.91,
CR_14_D_2009_2723,2009,14,1,7,243,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.93,1.93,
CR_14_D_2009_2742,2009,14,1,7,265,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,16.44,1.28,
CR_14_D_2009_2746,2009,14,1,7,269,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,3.26,1.9,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.9,1,0,0.0886027303,2.8352873699,312.5,1,R,T,,16.52,0.55,
CR_14_D_2009_2757,2009,14,1,7,280,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,0.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,1,0,0.0022089323,0.0706858347,312.5,1,,T,,16.6,0.49,
CR_14_D_2009_2759,2009,14,1,7,282,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,16.4,0.7,
CR_14_D_2009_2886,2009,14,1,7,411,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,2.39,1.1,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,1,0,0.0296978681,0.9503317777,312.5,1,,T,,14.22,0.55,
CR_14_D_2009_2949,2009,14,1,7,475,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.39,1.37,
CR_14_D_2009_2954,2009,14,1,7,481,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,1.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1,0,0.0353429174,1.1309733553,312.5,1,,T,,15.09,0.42,
CR_14_D_2009_2989,2009,14,1,7,546,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.68,1.05,
CR_14_D_2010_3015,2010,14,1,8,2,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.36,3.07,
CR_14_D_2010_3016,2010,14,1,8,3,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.6,3.48,
CR_14_D_2010_3019,2010,14,1,8,6,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.71,3.19,
CR_14_D_2010_3020,2010,14,1,8,7,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.84,3.15,
CR_14_D_2010_3021,2010,14,1,8,8,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.84,3.34,
CR_14_D_2010_3043,2010,14,1,8,30,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.4,4.88,
CR_14_D_2010_3066,2010,14,1,8,53,,D,2,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.26,3.17,
CR_14_D_2010_3067,2010,14,1,8,54,,D,2,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.41,3.26,
CR_14_D_2010_3168,2010,14,1,8,152,32,D,5,<1,Mimosa acantholoba var. eurycarpa,1,2.6,0,2.39,2.05,0,,,,,,,,,,,,,,,,,,,,,2.39,0,4,2,0.2433408947,7.7869086308,312.5,1,,T,medio tachados ?,4.67,0.28,
CR_14_D_2010_3192,2010,14,1,8,179,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.7,1.68,
14_D_2010_3200,2010,14,1,8,188,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,2.4,1.26,,,,,,,,,,,,,,,,,,,,,,,,1.26,1.26,1,0,0.0389655664,1.2468981242,312.5,1,,T,,13.48,1.48,
CR_14_D_2010_3230,2010,14,1,8,220,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,13.94,0.7,
CR_14_D_2010_3234,2010,14,1,8,224,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,S,T,,3.45,0.66,
CR_14_D_2010_3249,2010,14,1,8,241,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,R,T,,4.95,1.53,
CR_14_D_2010_3250,2010,14,1,8,242,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.6,0.41,0.88,0.5,1.69,1.75,1.71,1.57,0,0.39,1.28,0.38,2,1.15,0.44,,,,,,,,,,,2,0,14,1,0.4896736656,15.6695572978,312.5,1,R,T,,4.93,1.91,
CR_14_D_2010_3251,2010,14,1,8,243,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.93,1.93,
CR_14_D_2010_3270,2010,14,1,8,265,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,16.44,1.28,
CR_14_D_2010_3287,2010,14,1,8,282,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,16.4,0.7,
CR_14_D_2010_3414,2010,14,1,8,411,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.22,0.55,
CR_14_D_2010_3477,2010,14,1,8,475,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.39,1.37,
CR_14_D_2010_3482,2010,14,1,8,481,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,15.09,0.42,
CR_14_D_2010_3517,2010,14,1,8,546,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.68,1.05,
CR_14_D_2011_3550,2011,14,1,9,2,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.36,3.07,
CR_14_D_2011_3551,2011,14,1,9,3,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.6,3.48,
CR_14_D_2011_3554,2011,14,1,9,6,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.71,3.19,
CR_14_D_2011_3555,2011,14,1,9,7,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.84,3.15,
CR_14_D_2011_3556,2011,14,1,9,8,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.84,3.34,
CR_14_D_2011_3578,2011,14,1,9,30,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.4,4.88,
CR_14_D_2011_3601,2011,14,1,9,53,,D,2,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.26,3.17,
CR_14_D_2011_3602,2011,14,1,9,54,,D,2,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.41,3.26,
CR_14_D_2011_3699,2011,14,1,9,152,32,D,5,<1,Mimosa acantholoba var. eurycarpa,1,2.6,0,2.39,2.05,0,,,,,,,,,,,,,,,,,,,,,2.39,0,4,2,0.2433408947,7.7869086308,312.5,1,,T, Pasar datos del 2010 tomando en cuenta 2012,4.67,0.28,
CR_14_D_2011_3723,2011,14,1,9,179,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.7,1.68,
CR_14_D_2011_3731,2011,14,1,9,188,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,13.48,1.48,
CR_14_D_2011_3761,2011,14,1,9,220,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,13.94,0.7,
CR_14_D_2011_3765,2011,14,1,9,224,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,S,T,,3.45,0.66,
CR_14_D_2011_3780,2011,14,1,9,241,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,R,T,,4.95,1.53,
CR_14_D_2011_3781,2011,14,1,9,242,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,R,T,revisar si está muerta,4.93,1.91,
CR_14_D_2011_3782,2011,14,1,9,243,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.93,1.93,
CR_14_D_2011_3801,2011,14,1,9,265,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,16.44,1.28,
CR_14_D_2011_3818,2011,14,1,9,282,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,16.4,0.7,
CR_14_D_2011_3945,2011,14,1,9,411,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.22,0.55,
CR_14_D_2011_4008,2011,14,1,9,475,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.39,1.37,
CR_14_D_2011_4013,2011,14,1,9,481,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,15.09,0.42,
CR_14_D_2011_4048,2011,14,1,9,546,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.68,1.05,
CR_14_D_2012_4074,2012,14,1,10,2,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.36,3.07,
CR_14_D_2012_4075,2012,14,1,10,3,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.6,3.48,
CR_14_D_2012_4078,2012,14,1,10,6,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.71,3.19,
CR_14_D_2012_4079,2012,14,1,10,7,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.84,3.15,
CR_14_D_2012_4080,2012,14,1,10,8,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.84,3.34,
CR_14_D_2012_4102,2012,14,1,10,30,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.4,4.88,
CR_14_D_2012_4125,2012,14,1,10,53,,D,2,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.26,3.17,
CR_14_D_2012_4126,2012,14,1,10,54,,D,2,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.41,3.26,
CR_14_D_2012_4221,2012,14,1,10,152,,D,5,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.67,0.28,
CR_14_D_2012_4245,2012,14,1,10,179,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.7,1.68,
CR_14_D_2012_4253,2012,14,1,10,188,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,13.48,1.48,
CR_14_D_2012_4283,2012,14,1,10,220,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,13.94,0.7,
CR_14_D_2012_4287,2012,14,1,10,224,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,S,T,,3.45,0.66,
CR_14_D_2012_4302,2012,14,1,10,241,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,R,T,,4.95,1.53,
CR_14_D_2012_4303,2012,14,1,10,242,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,R,T,revisar si está muerta,4.93,1.91,
CR_14_D_2012_4304,2012,14,1,10,243,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.93,1.93,
CR_14_D_2012_4323,2012,14,1,10,265,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,16.44,1.28,
CR_14_D_2012_4340,2012,14,1,10,282,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,16.4,0.7,
CR_14_D_2012_4467,2012,14,1,10,411,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.22,0.55,
CR_14_D_2012_4530,2012,14,1,10,475,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.39,1.37,
CR_14_D_2012_4535,2012,14,1,10,481,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,15.09,0.42,
CR_14_D_2012_4570,2012,14,1,10,546,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,no se encontró en esas coord.,3.68,1.05,
CR_14_D_2013_4617,2013,14,1,11,2,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.36,3.07,
CR_14_D_2013_4618,2013,14,1,11,3,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.6,3.48,
CR_14_D_2013_4621,2013,14,1,11,6,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.71,3.19,
CR_14_D_2013_4622,2013,14,1,11,7,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.84,3.15,
CR_14_D_2013_4623,2013,14,1,11,8,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.84,3.34,
CR_14_D_2013_4645,2013,14,1,11,30,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,3.4,4.88,
CR_14_D_2013_4668,2013,14,1,11,53,,D,2,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.26,3.17,
CR_14_D_2013_4669,2013,14,1,11,54,,D,2,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.41,3.26,
CR_14_D_2013_4764,2013,14,1,11,152,,D,5,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.67,0.28,
CR_14_D_2013_4788,2013,14,1,11,179,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.7,1.68,
CR_14_D_2013_4796,2013,14,1,11,188,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,13.48,1.48,
CR_14_D_2013_4826,2013,14,1,11,220,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,13.94,0.7,
CR_14_D_2013_4830,2013,14,1,11,224,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,S,T,,3.45,0.66,
CR_14_D_2013_4845,2013,14,1,11,241,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,R,T,,4.95,1.53,
CR_14_D_2013_4846,2013,14,1,11,242,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,R,T,revisar si está muerta,4.93,1.91,
CR_14_D_2013_4847,2013,14,1,11,243,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,Buscar muy bien. que le pasó? Murió? Dosel? Se olvidó?,4.93,1.93,
CR_14_D_2013_4866,2013,14,1,11,265,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,16.44,1.28,
CR_14_D_2013_4883,2013,14,1,11,282,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,16.4,0.7,
CR_14_D_2013_5010,2013,14,1,11,411,,D,6,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,14.22,0.55,
CR_14_D_2013_5073,2013,14,1,11,475,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,4.39,1.37,
CR_14_D_2013_5078,2013,14,1,11,481,,D,8,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,15.09,0.42,
CR_14_D_2013_5113,2013,14,1,11,546,,D,7,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,no se encontró en esas coord.,3.68,1.05,
CR_16_D_2006_344,2006,16,62,63,268 Mimosa,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,0.3,126,,,,,,,,,,,,,,,,,,,,,,,,126,126,1,0,0.0003896557,0.0124689812,312.5,1,S,T,,6.11,0.72,
CR_16_D_2006_346,2006,16,62,63,269 Mimosa,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,0.3,0.11,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,1,0,0.0002969787,0.0095033178,312.5,1,S,T,,5.93,0.63,
CR_16_D_2007_532,2007,16,62,64,268 Mimosa,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,0.3,0.14,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,1,0,0.0004810564,0.015393804,312.5,1,S,T,revisar sp, lysiloma?,6.11,0.72
CR_16_D_2007_534,2007,16,62,64,269 Mimosa,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,0.35,0.16,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.16,1,0,0.0006283185,0.020106193,312.5,1,S,T,revisar sp, lysiloma?,5.93,0.63
CR_16_D_2008_587,2008,16,62,65,268 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,6.11,0.72,
CR_16_D_2009_861,2009,16,62,66,268 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,6.11,0.72,
CR_16_D_2009_762,2009,16,62,66,269 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,5.93,0.63,
CR_16_D_2010_1055,2010,16,62,67,268 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,6.11,0.72,
CR_16_D_2010_952,2010,16,62,67,269 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,5.93,0.63,
CR_16_D_2011_1257,2011,16,62,68,268 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,6.11,0.72,
CR_16_D_2011_1146,2011,16,62,68,269 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,5.93,0.63,
CR_16_D_2012_1470,2012,16,62,69,268 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,6.11,0.72,
CR_16_D_2012_1347,2012,16,62,69,269 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,5.93,0.63,
CR_16_D_2013_1685,2013,16,62,70,268 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,6.11,0.72,
CR_16_D_2013_1560,2013,16,62,70,269 Mimosa,,D,1,<1,Mimosa acantholoba var. eurycarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,T,,5.93,0.63,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
