"Age","ln.h1","ln.h2","h1","h2","plot","sup","id","Census"
7,NA,0.806475865866949,NA,2.24,15,1,"pDIAi57q3",2003
8,0.806475865866949,0.989541193613748,2.24,2.69,15,1,"pDIAi57q3",2004
9,0.989541193613748,0.993251773010283,2.69,2.7,15,1,"pDIAi57q3",2005
10,0.993251773010283,1.02961941718116,2.7,2.8,15,1,"pDIAi57q3",2006
11,1.02961941718116,1.11514159061932,2.8,3.05,15,1,"pDIAi57q3",2007
12,1.11514159061932,1.19392246847243,3.05,3.3,15,1,"pDIAi57q3",2008
13,1.19392246847243,0.974559639998131,3.3,2.65,15,1,"pDIAi57q3",2009
14,0.974559639998131,1.19392246847243,2.65,3.3,15,1,"pDIAi57q3",2010
15,1.19392246847243,NA,3.3,NA,15,0,"pDIAi57q3",2011
7,NA,0.815364813284194,NA,2.26,15,1,"pDIAi58q3",2003
8,0.815364813284194,0.963174317773006,2.26,2.62,15,1,"pDIAi58q3",2004
9,0.963174317773006,0.916290731874155,2.62,2.5,15,1,"pDIAi58q3",2005
10,0.916290731874155,0.955511445027436,2.5,2.6,15,1,"pDIAi58q3",2006
11,0.955511445027436,0.8754687373539,2.6,2.4,15,1,"pDIAi58q3",2007
12,0.8754687373539,NA,2.4,NA,15,0,"pDIAi58q3",2008
7,NA,1.25846098961001,NA,3.52,15,1,"pDIAi5q1",2003
8,1.25846098961001,1.40609698841607,3.52,4.08,15,1,"pDIAi5q1",2004
9,1.40609698841607,1.48160454092422,4.08,4.4,15,1,"pDIAi5q1",2005
10,1.48160454092422,1.56861591791385,4.4,4.8,15,1,"pDIAi5q1",2006
11,1.56861591791385,1.38879124131848,4.8,4.01,15,1,"pDIAi5q1",2007
12,1.38879124131848,1.43508452528932,4.01,4.2,15,1,"pDIAi5q1",2008
13,1.43508452528932,1.49514876603197,4.2,4.46,15,1,"pDIAi5q1",2009
14,1.49514876603197,1.58923520511658,4.46,4.9,15,1,"pDIAi5q1",2010
15,1.58923520511658,1.52605630349505,4.9,4.6,15,1,"pDIAi5q1",2011
16,1.52605630349505,1.62924053973028,4.6,5.1,15,1,"pDIAi5q1",2012
17,1.62924053973028,1.71018781553424,5.1,5.53,15,1,"pDIAi5q1",2013
18,1.71018781553424,1.62924053973028,5.53,5.1,15,1,"pDIAi5q1",2014
19,1.62924053973028,1.58923520511658,5.1,4.9,15,1,"pDIAi5q1",2015
20,1.58923520511658,0.693147180559945,4.9,2,15,1,"pDIAi5q1",2016
7,NA,1.09861228866811,NA,3,15,1,"pDIAi7q1",2003
8,1.09861228866811,1.37118072330984,3,3.94,15,1,"pDIAi7q1",2004
9,1.37118072330984,1.33500106673234,3.94,3.8,15,1,"pDIAi7q1",2005
10,1.33500106673234,1.28093384546206,3.8,3.6,15,1,"pDIAi7q1",2006
11,1.28093384546206,1.25276296849537,3.6,3.5,15,1,"pDIAi7q1",2007
12,1.25276296849537,1.33500106673234,3.5,3.8,15,1,"pDIAi7q1",2008
13,1.33500106673234,1.38629436111989,3.8,4,15,1,"pDIAi7q1",2009
14,1.38629436111989,1.45861502269952,4,4.3,15,1,"pDIAi7q1",2010
15,1.45861502269952,1.52605630349505,4.3,4.6,15,1,"pDIAi7q1",2011
16,1.52605630349505,1.61541998411165,4.6,5.03,15,1,"pDIAi7q1",2012
17,1.61541998411165,1.58514521986506,5.03,4.88,15,1,"pDIAi7q1",2013
18,1.58514521986506,1.6094379124341,4.88,5,15,1,"pDIAi7q1",2014
19,1.6094379124341,1.54756250871601,5,4.7,15,1,"pDIAi7q1",2015
20,1.54756250871601,NA,4.7,NA,15,0,"pDIAi7q1",2016
7,NA,1.16315080980568,NA,3.2,15,1,"pDIAi87q2",2003
8,1.16315080980568,1.21787570949493,3.2,3.38,15,1,"pDIAi87q2",2004
9,1.21787570949493,1.16315080980568,3.38,3.2,15,1,"pDIAi87q2",2005
10,1.16315080980568,1.20896034583698,3.2,3.35,15,1,"pDIAi87q2",2006
11,1.20896034583698,1.2947271675944,3.35,3.65,15,1,"pDIAi87q2",2007
12,1.2947271675944,1.38629436111989,3.65,4,15,1,"pDIAi87q2",2008
13,1.38629436111989,1.43508452528932,4,4.2,15,1,"pDIAi87q2",2009
14,1.43508452528932,1.43508452528932,4.2,4.2,15,1,"pDIAi87q2",2010
15,1.43508452528932,1.52605630349505,4.2,4.6,15,1,"pDIAi87q2",2011
16,1.52605630349505,1.5830939370945,4.6,4.87,15,1,"pDIAi87q2",2012
17,1.5830939370945,1.5953389880546,4.87,4.93,15,1,"pDIAi87q2",2013
18,1.5953389880546,1.7732559976635,4.93,5.89,15,1,"pDIAi87q2",2014
19,1.7732559976635,1.62924053973028,5.89,5.1,15,1,"pDIAi87q2",2015
20,1.62924053973028,1.58923520511658,5.1,4.9,15,1,"pDIAi87q2",2016
7,NA,0.896088024556636,NA,2.45,15,1,"pDIAi88q2",2003
8,0.896088024556636,1.18478998490916,2.45,3.27,15,1,"pDIAi88q2",2004
9,1.18478998490916,1.26694760348732,3.27,3.55,15,1,"pDIAi88q2",2005
10,1.26694760348732,1.11514159061932,3.55,3.05,15,1,"pDIAi88q2",2006
11,1.11514159061932,1.16315080980568,3.05,3.2,15,1,"pDIAi88q2",2007
12,1.16315080980568,1.26129787094521,3.2,3.53,15,1,"pDIAi88q2",2008
13,1.26129787094521,1.3244189574018,3.53,3.76,15,1,"pDIAi88q2",2009
14,1.3244189574018,1.43508452528932,3.76,4.2,15,1,"pDIAi88q2",2010
15,1.43508452528932,1.54756250871601,4.2,4.7,15,1,"pDIAi88q2",2011
16,1.54756250871601,1.38879124131848,4.7,4.01,15,1,"pDIAi88q2",2012
17,1.38879124131848,NA,4.01,NA,15,0,"pDIAi88q2",2013
7,NA,1.24126858906963,NA,3.46,15,1,"pDIAi8q1",2003
8,1.24126858906963,1.38629436111989,3.46,4,15,1,"pDIAi8q1",2004
9,1.38629436111989,1.37371557891303,4,3.95,15,1,"pDIAi8q1",2005
10,1.37371557891303,1.39871688111845,3.95,4.05,15,1,"pDIAi8q1",2006
11,1.39871688111845,1.44691898293633,4.05,4.25,15,1,"pDIAi8q1",2007
12,1.44691898293633,1.3609765531356,4.25,3.9,15,1,"pDIAi8q1",2008
13,1.3609765531356,1.56024766824333,3.9,4.76,15,1,"pDIAi8q1",2009
14,1.56024766824333,1.7404661748405,4.76,5.7,15,1,"pDIAi8q1",2010
15,1.7404661748405,1.79175946922805,5.7,6,15,1,"pDIAi8q1",2011
16,1.79175946922805,1.8196988379173,6,6.17,15,1,"pDIAi8q1",2012
17,1.8196988379173,1.82776990675109,6.17,6.22,15,1,"pDIAi8q1",2013
18,1.82776990675109,1.79508725932073,6.22,6.02,15,1,"pDIAi8q1",2014
19,1.79508725932073,1.81645208181843,6.02,6.15,15,1,"pDIAi8q1",2015
20,1.81645208181843,1.76473079684014,6.15,5.84,15,1,"pDIAi8q1",2016
7,NA,1.23837423104327,NA,3.45,15,1,"pDIAi93q2",2003
8,1.23837423104327,1.27256559579155,3.45,3.57,15,1,"pDIAi93q2",2004
9,1.27256559579155,1.37371557891303,3.57,3.95,15,1,"pDIAi93q2",2005
10,1.37371557891303,1.41098697371026,3.95,4.1,15,1,"pDIAi93q2",2006
11,1.41098697371026,1.28093384546206,4.1,3.6,15,1,"pDIAi93q2",2007
12,1.28093384546206,1.28093384546206,3.6,3.6,15,1,"pDIAi93q2",2008
13,1.28093384546206,1.35066718347674,3.6,3.86,15,1,"pDIAi93q2",2009
14,1.35066718347674,1.50407739677627,3.86,4.5,15,1,"pDIAi93q2",2010
15,1.50407739677627,1.58923520511658,4.5,4.9,15,1,"pDIAi93q2",2011
16,1.58923520511658,1.5993875765806,4.9,4.95,15,1,"pDIAi93q2",2012
17,1.5993875765806,1.54329810992956,4.95,4.68,15,1,"pDIAi93q2",2013
18,1.54329810992956,1.56444054650336,4.68,4.78,15,1,"pDIAi93q2",2014
19,1.56444054650336,1.56861591791385,4.78,4.8,15,1,"pDIAi93q2",2015
20,1.56861591791385,1.68082790852077,4.8,5.37,15,1,"pDIAi93q2",2016
7,NA,1.17865499634165,NA,3.25,15,1,"pDIAi94q2",2003
8,1.17865499634165,1.28093384546206,3.25,3.6,15,1,"pDIAi94q2",2004
9,1.28093384546206,1.39871688111845,3.6,4.05,15,1,"pDIAi94q2",2005
10,1.39871688111845,1.37371557891303,4.05,3.95,15,1,"pDIAi94q2",2006
11,1.37371557891303,1.33500106673234,3.95,3.8,15,1,"pDIAi94q2",2007
12,1.33500106673234,1.33500106673234,3.8,3.8,15,1,"pDIAi94q2",2008
13,1.33500106673234,1.42310833424261,3.8,4.15,15,1,"pDIAi94q2",2009
14,1.42310833424261,1.50407739677627,4.15,4.5,15,1,"pDIAi94q2",2010
15,1.50407739677627,1.56861591791385,4.5,4.8,15,1,"pDIAi94q2",2011
16,1.56861591791385,1.64287268852034,4.8,5.17,15,1,"pDIAi94q2",2012
17,1.64287268852034,1.60542989103656,5.17,4.98,15,1,"pDIAi94q2",2013
18,1.60542989103656,1.94161522477243,4.98,6.97,15,1,"pDIAi94q2",2014
19,1.94161522477243,1.74919985480926,6.97,5.75,15,1,"pDIAi94q2",2015
20,1.74919985480926,1.7561322915849,5.75,5.79,15,1,"pDIAi94q2",2016
7,NA,0.955511445027436,NA,2.6,15,1,"pDIAi95q2",2003
8,0.955511445027436,1.12492959698548,2.6,3.08,15,1,"pDIAi95q2",2004
9,1.12492959698548,1.36609165380237,3.08,3.92,15,1,"pDIAi95q2",2005
10,1.36609165380237,1.04731899428056,3.92,2.85,15,1,"pDIAi95q2",2006
11,1.04731899428056,1.26694760348732,2.85,3.55,15,1,"pDIAi95q2",2007
12,1.26694760348732,1.26694760348732,3.55,3.55,15,1,"pDIAi95q2",2008
13,1.26694760348732,1.30833281965018,3.55,3.7,15,1,"pDIAi95q2",2009
14,1.30833281965018,1.38629436111989,3.7,4,15,1,"pDIAi95q2",2010
15,1.38629436111989,1.30833281965018,4,3.7,15,1,"pDIAi95q2",2011
16,1.30833281965018,1.41098697371026,3.7,4.1,15,1,"pDIAi95q2",2012
17,1.41098697371026,1.40118297361364,4.1,4.06,15,1,"pDIAi95q2",2013
18,1.40118297361364,1.41098697371026,4.06,4.1,15,1,"pDIAi95q2",2014
19,1.41098697371026,1.45861502269952,4.1,4.3,15,1,"pDIAi95q2",2015
20,1.45861502269952,NA,4.3,NA,15,0,"pDIAi95q2",2016
7,NA,1.19694818938897,NA,3.31,15,1,"pDIAi96q2",2003
8,1.19694818938897,1.23547147138531,3.31,3.44,15,1,"pDIAi96q2",2004
9,1.23547147138531,1.38629436111989,3.44,4,15,1,"pDIAi96q2",2005
10,1.38629436111989,1.43508452528932,4,4.2,15,1,"pDIAi96q2",2006
11,1.43508452528932,1.37371557891303,4.2,3.95,15,1,"pDIAi96q2",2007
12,1.37371557891303,1.55392520250384,3.95,4.73,15,1,"pDIAi96q2",2008
13,1.55392520250384,1.53039470509365,4.73,4.62,15,1,"pDIAi96q2",2009
14,1.53039470509365,1.54756250871601,4.62,4.7,15,1,"pDIAi96q2",2010
15,1.54756250871601,1.54756250871601,4.7,4.7,15,1,"pDIAi96q2",2011
16,1.54756250871601,1.56861591791385,4.7,4.8,15,1,"pDIAi96q2",2012
17,1.56861591791385,1.57484646766448,4.8,4.83,15,1,"pDIAi96q2",2013
18,1.57484646766448,1.68268837417369,4.83,5.38,15,1,"pDIAi96q2",2014
19,1.68268837417369,1.58923520511658,5.38,4.9,15,1,"pDIAi96q2",2015
20,1.58923520511658,1.62136648329937,4.9,5.06,15,1,"pDIAi96q2",2016
7,NA,1.38629436111989,NA,4,15,1,"pDIAi97q2",2003
8,1.38629436111989,1.3609765531356,4,3.9,15,1,"pDIAi97q2",2004
9,1.3609765531356,1.26694760348732,3.9,3.55,15,1,"pDIAi97q2",2005
10,1.26694760348732,1.28647402583768,3.55,3.62,15,1,"pDIAi97q2",2006
11,1.28647402583768,1.1314021114911,3.62,3.1,15,1,"pDIAi97q2",2007
12,1.1314021114911,1.30833281965018,3.1,3.7,15,1,"pDIAi97q2",2008
13,1.30833281965018,1.22377543162212,3.7,3.4,15,1,"pDIAi97q2",2009
14,1.22377543162212,1.30833281965018,3.4,3.7,15,1,"pDIAi97q2",2010
15,1.30833281965018,1.06471073699243,3.7,2.9,15,1,"pDIAi97q2",2011
16,1.06471073699243,1.30833281965018,2.9,3.7,15,1,"pDIAi97q2",2012
17,1.30833281965018,NA,3.7,NA,15,0,"pDIAi97q2",2013
7,NA,1.10525683138678,NA,3.02,15,1,"pDIAi98q2",2003
8,1.10525683138678,1.15057202759882,3.02,3.16,15,1,"pDIAi98q2",2004
9,1.15057202759882,1.21491274436427,3.16,3.37,15,1,"pDIAi98q2",2005
10,1.21491274436427,1.20297230399235,3.37,3.33,15,1,"pDIAi98q2",2006
11,1.20297230399235,1.1314021114911,3.33,3.1,15,1,"pDIAi98q2",2007
12,1.1314021114911,1.27815220250019,3.1,3.59,15,1,"pDIAi98q2",2008
13,1.27815220250019,1.17865499634165,3.59,3.25,15,1,"pDIAi98q2",2009
14,1.17865499634165,1.22377543162212,3.25,3.4,15,1,"pDIAi98q2",2010
15,1.22377543162212,NA,3.4,NA,15,0,"pDIAi98q2",2011
15,1.42825648907284,1.48160454092422,4.17141993179955,4.4,15,1,"pDIAiE66q2",2011
16,1.48160454092422,1.42069578783722,4.4,4.14,15,1,"pDIAiE66q2",2012
17,1.42069578783722,1.59330853050422,4.14,4.92,15,1,"pDIAiE66q2",2013
18,1.59330853050422,1.48160454092422,4.92,4.4,15,1,"pDIAiE66q2",2014
19,1.48160454092422,1.30833281965018,4.4,3.7,15,1,"pDIAiE66q2",2015
20,1.30833281965018,1.12167756159911,3.7,3.07,15,1,"pDIAiE66q2",2016
13,0.970574102813404,1.00430160919687,2.63945934549846,2.73,15,1,"pDIAiG19q2",2009
14,1.00430160919687,1.43508452528932,2.73,4.2,15,1,"pDIAiG19q2",2010
15,1.43508452528932,1.50407739677627,4.2,4.5,15,1,"pDIAiG19q2",2011
16,1.50407739677627,1.48160454092422,4.5,4.4,15,1,"pDIAiG19q2",2012
17,1.48160454092422,1.49290409617815,4.4,4.45,15,1,"pDIAiG19q2",2013
18,1.49290409617815,1.56024766824333,4.45,4.76,15,1,"pDIAiG19q2",2014
19,1.56024766824333,1.48160454092422,4.76,4.4,15,1,"pDIAiG19q2",2015
20,1.48160454092422,1.39624469197306,4.4,4.04,15,1,"pDIAiG19q2",2016
13,1.67522086911465,1.67147330335355,5.3399744542623,5.32,15,1,"pDIAiG20q1",2009
14,1.67147330335355,1.66770682055808,5.32,5.3,15,1,"pDIAiG20q1",2010
15,1.66770682055808,1.58923520511658,5.3,4.9,15,1,"pDIAiG20q1",2011
16,1.58923520511658,1.59736533119983,4.9,4.94,15,1,"pDIAiG20q1",2012
17,1.59736533119983,1.63510565918268,4.94,5.13,15,1,"pDIAiG20q1",2013
18,1.63510565918268,1.63899671467564,5.13,5.15,15,1,"pDIAiG20q1",2014
19,1.63899671467564,1.68639895357023,5.15,5.4,15,1,"pDIAiG20q1",2015
20,1.68639895357023,1.69377906086785,5.4,5.44,15,1,"pDIAiG20q1",2016
13,1.43805331970149,1.44691898293633,4.21248746371557,4.25,15,1,"pDIAiG21q1",2009
14,1.44691898293633,1.68639895357023,4.25,5.4,15,1,"pDIAiG21q1",2010
15,1.68639895357023,1.66770682055808,5.4,5.3,15,1,"pDIAiG21q1",2011
16,1.66770682055808,1.7227665977411,5.3,5.6,15,1,"pDIAiG21q1",2012
17,1.7227665977411,1.77155676191054,5.6,5.88,15,1,"pDIAiG21q1",2013
18,1.77155676191054,1.83577635464483,5.88,6.27,15,1,"pDIAiG21q1",2014
19,1.83577635464483,1.77495235091167,6.27,5.9,15,1,"pDIAiG21q1",2015
20,1.77495235091167,1.76814960358892,5.9,5.86,15,1,"pDIAiG21q1",2016
13,1.54883480335184,1.55180879959746,4.70598359042623,4.72,15,1,"pDIAiG23q4",2009
14,1.55180879959746,1.57897870494939,4.72,4.85,15,1,"pDIAiG23q4",2010
15,1.57897870494939,1.64865862558738,4.85,5.2,15,1,"pDIAiG23q4",2011
16,1.64865862558738,1.62924053973028,5.2,5.1,15,1,"pDIAiG23q4",2012
17,1.62924053973028,1.80828877117927,5.1,6.1,15,1,"pDIAiG23q4",2013
18,1.80828877117927,1.81807677754543,6.1,6.16,15,1,"pDIAiG23q4",2014
19,1.81807677754543,1.76644166124377,6.16,5.85,15,1,"pDIAiG23q4",2015
20,1.76644166124377,1.68824909285839,5.85,5.41,15,1,"pDIAiG23q4",2016
17,1.85032419402102,1.86408013080768,6.36188167231608,6.45,15,1,"pDIAiJ70 q1",2013
18,1.86408013080768,1.84054963339749,6.45,6.3,15,1,"pDIAiJ70 q1",2014
19,1.84054963339749,1.7404661748405,6.3,5.7,15,1,"pDIAiJ70 q1",2015
20,1.7404661748405,1.66203036255327,5.7,5.27,15,1,"pDIAiJ70 q1",2016
16,1.59608764683314,1.63119940421561,4.93369226973082,5.11,15,1,"pDIAiR30q1",2012
17,1.63119940421561,1.82616089594539,5.11,6.21,15,1,"pDIAiR30q1",2013
18,1.82616089594539,1.73342389221509,6.21,5.66,15,1,"pDIAiR30q1",2014
19,1.73342389221509,1.63899671467564,5.66,5.15,15,1,"pDIAiR30q1",2015
20,1.63899671467564,NA,5.15,NA,15,0,"pDIAiR30q1",2016
7,NA,1.11185751541813,NA,3.04,15,1,"pDIAiX008q1",2003
8,1.11185751541813,1.16315080980568,3.04,3.2,15,1,"pDIAiX008q1",2004
9,1.16315080980568,1.38629436111989,3.2,4,15,1,"pDIAiX008q1",2005
10,1.38629436111989,1.32707500145992,4,3.77,15,1,"pDIAiX008q1",2006
11,1.32707500145992,0.936093359170335,3.77,2.55,15,1,"pDIAiX008q1",2007
12,0.936093359170335,0.936093359170335,2.55,2.55,15,1,"pDIAiX008q1",2008
13,0.936093359170335,NA,2.55,NA,15,0,"pDIAiX008q1",2009
9,1.3572134435132,1.44691898293633,3.88535145180545,4.25,15,1,"pDIAiX011q4",2005
10,1.44691898293633,1.47017584510059,4.25,4.35,15,1,"pDIAiX011q4",2006
11,1.47017584510059,1.43746264769429,4.35,4.21,15,1,"pDIAiX011q4",2007
12,1.43746264769429,1.43746264769429,4.21,4.21,15,1,"pDIAiX011q4",2008
13,1.43746264769429,1.56861591791385,4.21,4.8,15,1,"pDIAiX011q4",2009
14,1.56861591791385,1.52605630349505,4.8,4.6,15,1,"pDIAiX011q4",2010
15,1.52605630349505,1.56861591791385,4.6,4.8,15,1,"pDIAiX011q4",2011
16,1.56861591791385,1.62334081760309,4.8,5.07,15,1,"pDIAiX011q4",2012
17,1.62334081760309,1.76644166124377,5.07,5.85,15,1,"pDIAiX011q4",2013
18,1.76644166124377,1.81807677754543,5.85,6.16,15,1,"pDIAiX011q4",2014
19,1.81807677754543,1.63899671467564,6.16,5.15,15,1,"pDIAiX011q4",2015
20,1.63899671467564,0.741937344729377,5.15,2.1,15,1,"pDIAiX011q4",2016
7,NA,1.26694760348732,NA,3.55,15,1,"pDIAiX012q2",2003
8,1.26694760348732,1.38629436111989,3.55,4,15,1,"pDIAiX012q2",2004
9,1.38629436111989,1.39871688111845,4,4.05,15,1,"pDIAiX012q2",2005
10,1.39871688111845,1.38629436111989,4.05,4,15,1,"pDIAiX012q2",2006
11,1.38629436111989,1.39376637595859,4,4.03,15,1,"pDIAiX012q2",2007
12,1.39376637595859,1.39376637595859,4.03,4.03,15,1,"pDIAiX012q2",2008
13,1.39376637595859,1.48160454092422,4.03,4.4,15,1,"pDIAiX012q2",2009
14,1.48160454092422,1.56861591791385,4.4,4.8,15,1,"pDIAiX012q2",2010
15,1.56861591791385,1.58923520511658,4.8,4.9,15,1,"pDIAiX012q2",2011
16,1.58923520511658,1.62924053973028,4.9,5.1,15,1,"pDIAiX012q2",2012
17,1.62924053973028,1.66392609771817,5.1,5.28,15,1,"pDIAiX012q2",2013
18,1.66392609771817,1.88251383249652,5.28,6.57,15,1,"pDIAiX012q2",2014
19,1.88251383249652,1.62924053973028,6.57,5.1,15,1,"pDIAiX012q2",2015
20,1.62924053973028,1.63899671467564,5.1,5.15,15,1,"pDIAiX012q2",2016
56,1.35541550760564,1.44456326924387,3.87837211499702,4.24,17,1,"pDIVi123q2",2005
57,1.44456326924387,1.45861502269952,4.24,4.3,17,1,"pDIVi123q2",2006
58,1.45861502269952,NA,4.3,NA,17,0,"pDIVi123q2",2007
56,1.54494391716949,1.5993875765806,4.68770871967616,4.95,17,1,"pDIVi188q2",2005
57,1.5993875765806,1.57897870494939,4.95,4.85,17,1,"pDIVi188q2",2006
58,1.57897870494939,1.5993875765806,4.85,4.95,17,1,"pDIVi188q2",2007
59,1.5993875765806,1.5993875765806,4.95,4.95,17,1,"pDIVi188q2",2008
60,1.5993875765806,1.6094379124341,4.95,5,17,1,"pDIVi188q2",2009
61,1.6094379124341,1.6094379124341,5,5,17,1,"pDIVi188q2",2010
62,1.6094379124341,1.66770682055808,5,5.3,17,1,"pDIVi188q2",2011
63,1.66770682055808,1.62924053973028,5.3,5.1,17,1,"pDIVi188q2",2012
56,0.869128328691354,1.04731899428056,2.38483115835395,2.85,17,1,"pDIVi195q3",2005
57,1.04731899428056,1.56861591791385,2.85,4.8,17,1,"pDIVi195q3",2006
58,1.56861591791385,NA,4.8,NA,17,0,"pDIVi195q3",2007
56,1.40075963625419,1.48160454092422,4.05828161407478,4.4,17,1,"pDIVi196q3",2005
57,1.48160454092422,1.45861502269952,4.4,4.3,17,1,"pDIVi196q3",2006
58,1.45861502269952,NA,4.3,NA,17,0,"pDIVi196q3",2007
56,1.5572470509775,1.6094379124341,4.74573846921294,5,17,1,"pDIVi53q2",2005
57,1.6094379124341,1.62334081760309,5,5.07,17,1,"pDIVi53q2",2006
58,1.62334081760309,1.58923520511658,5.07,4.9,17,1,"pDIVi53q2",2007
59,1.58923520511658,1.58923520511658,4.9,4.9,17,1,"pDIVi53q2",2008
60,1.58923520511658,1.68639895357023,4.9,5.4,17,1,"pDIVi53q2",2009
61,1.68639895357023,1.70474809223843,5.4,5.5,17,1,"pDIVi53q2",2010
62,1.70474809223843,1.66770682055808,5.5,5.3,17,1,"pDIVi53q2",2011
63,1.66770682055808,1.84530023615608,5.3,6.33,17,1,"pDIVi53q2",2012
16,NA,1.85941811770187,NA,6.42,13,1,"pESSi107q4",2003
17,1.85941811770187,1.90954250488444,6.42,6.75,13,1,"pESSi107q4",2004
18,1.90954250488444,1.92424865227413,6.75,6.85,13,1,"pESSi107q4",2005
19,1.92424865227413,1.9139771019523,6.85,6.78,13,1,"pESSi107q4",2006
20,1.9139771019523,1.92424865227413,6.78,6.85,13,1,"pESSi107q4",2007
21,1.92424865227413,NA,6.85,NA,13,0,"pESSi107q4",2008
16,NA,1.78507048107726,NA,5.96,13,1,"pESSi112q1",2003
17,1.78507048107726,1.50407739677627,5.96,4.5,13,1,"pESSi112q1",2004
18,1.50407739677627,1.44691898293633,4.5,4.25,13,1,"pESSi112q1",2005
19,1.44691898293633,1.13783300182139,4.25,3.12,13,1,"pESSi112q1",2006
20,1.13783300182139,NA,3.12,NA,13,0,"pESSi112q1",2007
16,NA,1.71559810826249,NA,5.56,13,1,"pESSi115q2",2003
17,1.71559810826249,1.82454929205105,5.56,6.2,13,1,"pESSi115q2",2004
18,1.82454929205105,1.79175946922805,6.2,6,13,1,"pESSi115q2",2005
19,1.79175946922805,1.89761985992753,6,6.67,13,1,"pESSi115q2",2006
20,1.89761985992753,1.23837423104327,6.67,3.45,13,1,"pESSi115q2",2007
21,1.23837423104327,1.23837423104327,3.45,3.45,13,1,"pESSi115q2",2008
22,1.23837423104327,1.41098697371026,3.45,4.1,13,0,"pESSi115q2",2009
16,NA,1.58923520511658,NA,4.9,13,1,"pESSi116q2",2003
17,1.58923520511658,1.58923520511658,4.9,4.9,13,1,"pESSi116q2",2004
18,1.58923520511658,1.55814461804655,4.9,4.75,13,1,"pESSi116q2",2005
19,1.55814461804655,1.46093790411566,4.75,4.31,13,1,"pESSi116q2",2006
20,1.46093790411566,1.11514159061932,4.31,3.05,13,1,"pESSi116q2",2007
21,1.11514159061932,1.11514159061932,3.05,3.05,13,1,"pESSi116q2",2008
22,1.11514159061932,0.576613364303994,3.05,1.78,13,1,"pESSi116q2",2009
23,0.576613364303994,NA,1.78,NA,13,1,"pESSi116q2",2010
24,NA,1.33500106673234,NA,3.8,13,1,"pESSi116q2",2011
25,1.33500106673234,NA,3.8,NA,13,1,"pESSi116q2",2012
26,NA,NA,NA,NA,13,1,"pESSi116q2",2013
27,NA,NA,NA,NA,13,1,"pESSi116q2",2014
28,NA,NA,NA,NA,13,0,"pESSi116q2",2015
16,NA,1.38629436111989,NA,4,13,1,"pESSi117q2",2003
17,1.38629436111989,1.43508452528932,4,4.2,13,1,"pESSi117q2",2004
18,1.43508452528932,1.43508452528932,4.2,4.2,13,1,"pESSi117q2",2005
19,1.43508452528932,0.920282753143692,4.2,2.51,13,1,"pESSi117q2",2006
20,0.920282753143692,1.1314021114911,2.51,3.1,13,1,"pESSi117q2",2007
21,1.1314021114911,NA,3.1,NA,13,0,"pESSi117q2",2008
16,NA,1.3244189574018,NA,3.76,13,1,"pESSi118q2",2003
17,1.3244189574018,1.41827740697294,3.76,4.13,13,1,"pESSi118q2",2004
18,1.41827740697294,NA,4.13,NA,13,0,"pESSi118q2",2005
16,NA,1.47017584510059,NA,4.35,13,1,"pESSi120q2",2003
17,1.47017584510059,1.51512723296286,4.35,4.55,13,1,"pESSi120q2",2004
18,1.51512723296286,0.904218150639886,4.55,2.47,13,1,"pESSi120q2",2005
19,0.904218150639886,1.68824909285839,2.47,5.41,13,1,"pESSi120q2",2006
20,1.68824909285839,1.64865862558738,5.41,5.2,13,1,"pESSi120q2",2007
21,1.64865862558738,1.64865862558738,5.2,5.2,13,1,"pESSi120q2",2008
22,1.64865862558738,1.2947271675944,5.2,3.65,13,1,"pESSi120q2",2009
23,1.2947271675944,NA,3.65,NA,13,0,"pESSi120q2",2010
16,NA,1.38629436111989,NA,4,13,1,"pESSi122q2",2003
17,1.38629436111989,1.28093384546206,4,3.6,13,1,"pESSi122q2",2004
18,1.28093384546206,NA,3.6,NA,13,0,"pESSi122q2",2005
16,NA,1.49962304642689,NA,4.48,13,1,"pESSi126q2",2003
17,1.49962304642689,1.54329810992956,4.48,4.68,13,1,"pESSi126q2",2004
18,1.54329810992956,NA,4.68,NA,13,0,"pESSi126q2",2005
16,NA,1.79175946922805,NA,6,13,1,"pESSi127q2",2003
17,1.79175946922805,1.81645208181843,6,6.15,13,1,"pESSi127q2",2004
18,1.81645208181843,NA,6.15,NA,13,0,"pESSi127q2",2005
16,NA,1.9387416595767,NA,6.95,13,1,"pESSi136q3",2003
17,1.9387416595767,1.98100146886658,6.95,7.25,13,1,"pESSi136q3",2004
18,1.98100146886658,1.98100146886658,7.25,7.25,13,1,"pESSi136q3",2005
19,1.98100146886658,1.89761985992753,7.25,6.67,13,1,"pESSi136q3",2006
20,1.89761985992753,1.80828877117927,6.67,6.1,13,1,"pESSi136q3",2007
21,1.80828877117927,1.80828877117927,6.1,6.1,13,1,"pESSi136q3",2008
22,1.80828877117927,1.45861502269952,6.1,4.3,13,1,"pESSi136q3",2009
23,1.45861502269952,1.58923520511658,4.3,4.9,13,1,"pESSi136q3",2010
24,1.58923520511658,1.82454929205105,4.9,6.2,13,1,"pESSi136q3",2011
25,1.82454929205105,1.64865862558738,6.2,5.2,13,1,"pESSi136q3",2012
26,1.64865862558738,1.58514521986506,5.2,4.88,13,1,"pESSi136q3",2013
27,1.58514521986506,NA,4.88,NA,13,0,"pESSi136q3",2014
