RUID,UID,Census,Set,SubSet,PlotCode,Plot,Tra,Qua,Crit,Sample,Tag,Species,PosX,PosY,Sup,Rep,F x R,# R,OBSERVACIONES,CAR,RecrYr,DeadYr,ExcYr,RincYr,Height,CovD1,CovD2,DBH01,DBH02,DBH03,DBH04,DBH05,DBH06,DBH07,DBH08,DBH09,DBH10,DBH11,DBH12,DBH13,DBH14,DBH15,DBH16,DBH17,DBH18,DBH19,DBH20,DBH21,DBH22,DBH23,DBH24,DBH25,DBH26,DBH27,DBH28,DBH29,DBH30,minDBH,maxDBH,Basal.cm2/plot,Basal.m2/ha,Cob.m2/plot,Cob.m2/ha,Dens.ha,Rec.ha,Mu.ha,Stems,Observaciones anuales,Historial de objeto
21549716,215497,2016,SecCan,NA,SC04,ABE,1,3,B,400,3,Mimosa acantholoba,4,10.75,1,,,,,,,,,,4.4,5.7,1.28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,28.2743338823081,0.07068583470577,5.73026500014778,143.256625003695,25,0,0,1,,
21548016,215480,2016,SecCan,NA,SC04,ABE,1,3,B,200,R15,Mimosa acantholoba,3.2,13.9,1,,,,,,2012,,2015,2016,3,5.3,3.3,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,4.9,18.8574099031727,0.094287049515864,13.7366138778214,686.830693891068,50,0,0,1,,
21542816,215428,2016,SecCan,NA,SC04,ABE,1,4,A,400,203,Mimosa acantholoba,0,15,1,,,,,,2005,,,,6.26,6.1,6.1,8.6,8.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,8.6,143.36658074657,0.358416451866426,29.224665660019,730.616641500476,25,0,0,3,,
21544216,215442,2016,SecCan,NA,SC04,ABE,1,1,A,400,916,Mimosa acantholoba,2.67,3.6,1,,,,,,2014,,,,5.36,4,2.4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,23.7582944427728,0.059395736106932,7.5398223686155,188.495559215388,25,0,0,1,PosY = 3.60,
21582416,215824,2016,SecCan,NA,SC04,ABE,2,1,C,400,52,Mimosa acantholoba,3.64,1.5,1,,,,,,,,,,7.15,4.4,3.8,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,12.5,122.718463030851,0.306796157577128,13.1318572920053,328.296432300133,25,0,0,1,,
21573216,215732,2016,SecCan,NA,SC04,ABE,2,4,B,400,R11,Mimosa acantholoba,2.6,18.05,1,,,,,,,,,,4.5,6.3,2.9,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.4,22.9022104446696,0.057255526111674,14.3492244452714,358.730611131784,25,0,0,1,DAP reubicado. Inclin'andose.,
21574916,215749,2016,SecCan,NA,SC04,ABE,2,4,B,400,39,Mimosa acantholoba,1.3,18.75,1,,,,,,,,,,4.11,6.92,2.95,9.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,9.5,76.6077368577871,0.191519342144468,16.0331181075955,400.827952689888,25,0,0,2,,
21602916,216029,2016,SecCan,NA,SC04,ABE,3,2,A,400,R5,Mimosa acantholoba,4.1,8.4,1,,,,,,2010,,,,1.5,2.1,2,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,35.2565235549115,0.088141308887279,3.29867228626928,82.4668071567321,25,0,0,1,Muy inclinado. Moribundo. PosX = 4.10 PosY = 8.40.,
21604316,216043,2016,SecCan,NA,SC04,ABE,3,1,B,400,92,Mimosa acantholoba,0.6,4.2,1,,,,,,,,,,3,2.42,1.24,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,8.1,51.5299735005066,0.128824933751266,2.35682280872306,58.9205702180766,25,0,0,1,,
21595416,215954,2016,SecCan,NA,SC04,ABE,3,2,A,400,84,Mimosa acantholoba,2.93,5.1,1,,,,,,,,,,2.45,7.4,3.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,113.097335529233,0.282743338823081,19.7606177910798,494.015444776995,25,0,0,1,,
21601216,216012,2016,SecCan,NA,SC04,ABE,3,2,A,400,R2,Mimosa acantholoba,4,7.8,1,,,,,,2012,,,,3.7,4.5,2.2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.4,22.9022104446696,0.057255526111674,7.77544181763474,194.386045440868,25,0,0,1,,
21599216,215992,2016,SecCan,NA,SC04,ABE,3,2,A,400,227,Mimosa acantholoba,1,8.4,1,,,,,,2007,,,,2.6,2.6,1.8,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,8.1,51.5299735005066,0.128824933751266,3.67566340470006,91.8915851175015,25,0,0,1,Inclinandose,
21611116,216111,2016,SecCan,NA,SC04,ABE,3,3,C,400,73,Mimosa acantholoba,3.02,12,1,,,,,,,,,,6.7,3.4,4.4,10.9,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,10.9,164.195340039871,0.410488350099676,11.7495565244258,293.738913110646,25,0,0,2,,
21618016,216180,2016,SecCan,NA,SC04,ABE,3,3,C,200,80,Mimosa acantholoba,1.85,13.64,1,,,,,,,,,,3.85,3.8,5.7,4.1,2.5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4.1,27.1904844168197,0.135952422084098,17.0117242191887,850.586210959436,50,0,0,3,Diametros reubicados,
21598516,215985,2016,SecCan,NA,SC04,ABE,3,4,A,400,223,Mimosa acantholoba,3,15.4,1,,,,,,2006,,,,5.1,2,4.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,63.6172512351933,0.159043128087983,7.22566310325652,180.641577581413,25,0,0,1,,
21592316,215923,2016,SecCan,NA,SC04,ABE,3,4,A,400,67,Mimosa acantholoba,4.01,17.7,1,,,,,,,,,,3.47,5.7,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,78.5398163397448,0.196349540849362,17.9070781254618,447.676953136546,25,0,0,1,,
21631916,216319,2016,SecCan,NA,SC04,ABE,4,3,A,400,G99,Mimosa acantholoba,0.4,11.3,1,,,,,,2009,,,,3.7,2.2,4.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5.7,25.5175863287831,0.063793965821958,7.08429143384498,177.107285846125,25,0,0,1,DAP 1 reubicado,
21630216,216302,2016,SecCan,NA,SC04,ABE,4,3,A,400,G98,Mimosa acantholoba,1.1,13.28,1,,,,,,2011,,,,3.9,5.8,2.7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,69.9004365423729,0.174751091355932,12.299335238804,307.483380970101,25,0,0,2,DAPs reubicados,
21629616,216296,2016,SecCan,NA,SC04,ABE,4,3,A,400,G97,Mimosa acantholoba,3.36,13.6,1,,,,,,2009,,,,6.19,5.9,2.32,8,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,8,80.4561878584346,0.201140469646086,10.7505300605843,268.763251514607,25,0,0,2,DAP 2 reubicado. Copa dividida.,
21628916,216289,2016,SecCan,NA,SC04,ABE,4,3,A,400,197,Mimosa acantholoba,3.03,13.95,1,,,,,,2004,,,,6.27,4.74,3.92,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,10.8,91.6088417786784,0.229022104446696,14.5933261944553,364.833154861383,25,0,0,1,,
21653116,216531,2016,SecCan,NA,SC04,ABE,4,4,C,400,98,Mimosa acantholoba,0.13,16.6,1,,,,,,,,,,3.65,5.2,6,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,13.5,143.138815279185,0.357847038197962,24.5044226980004,612.61056745001,25,0,0,1,,
21649416,216494,2016,SecCan,NA,SC04,ABE,4,4,C,200,94,Mimosa acantholoba,4.99,18,1,,,,,,,,,,1.97,5.06,3.13,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,4.7,17.3494454294496,0.086747227147248,12.4389790322561,621.948951612805,50,0,0,1,DAP reubicado. Medir en la marca superior.,
21854216,218542,2016,SecCan,NA,SC06,ISC,4,4,A,ERR,488,Mimosa acantholoba,0.89,18.62,1,1,74,3,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,CUA = 4 PosY = 18.62,
21863416,218634,2016,SecCan,NA,SC06,ISC,4,4,A,ERR,473,Mimosa acantholoba,2.5,15.4,1,M,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,,
21866516,218665,2016,SecCan,NA,SC06,ISC,4,2,A,ERR,469,Mimosa acantholoba,2.94,5.6,1,0,,,Se cayó y está rebrotando,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,,
21874016,218740,2016,SecCan,NA,SC06,ISC,4,3,C,ERR,471,Mimosa acantholoba,3.92,12.52,1,M,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,Nueva medida DAP1,
21875716,218757,2016,SecCan,NA,SC06,ISC,4,3,C,ERR,479,Mimosa acantholoba,3.95,12.15,1,M,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,CUA = 3 PosY = 12.15,
21878816,218788,2016,SecCan,NA,SC06,ISC,4,3,C,ERR,475,Mimosa acantholoba,4.43,10.97,1,M,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,,
21879516,218795,2016,SecCan,NA,SC06,ISC,4,3,C,ERR,478,Mimosa acantholoba,4.6,13.92,1,M?,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,,
21881816,218818,2016,SecCan,NA,SC06,ISC,4,3,C,ERR,483,Mimosa acantholoba,4.7,10.35,1,1,13,5,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,,
21882516,218825,2016,SecCan,NA,SC06,ISC,4,3,C,ERR,477,Mimosa acantholoba,3.88,10.23,1,M,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,Tronco abierto. Medida únicamente la porción viva. CUA = 3 PosX = 3.88 PosY = 10.23.,
21885616,218856,2016,SecCan,NA,SC06,ISC,3,2,C,400,522,Mimosa acantholoba,0.13,9.35,1,0,,,,,2014,,,,3.3,2.5,5.2,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,27.3397100678652,0.068349275169663,10.2101761241668,255.254403104171,25,0,0,1,,
21887016,218870,2016,SecCan,NA,SC06,ISC,3,4,A,400,495,Mimosa acantholoba,0.45,15.15,1,M,,,,,2004,,,,3.7,4.5,1.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,19.6349540849362,0.049087385212341,4.24115008234622,106.028752058656,25,0,0,1,,
21888716,218887,2016,SecCan,NA,SC06,ISC,3,3,B,400,519,Mimosa acantholoba,0.48,13.3,1,M,,,,,2004,,,,3.5,1.6,1,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,10.7,89.9202357273738,0.224800589318435,1.25663706143592,31.4159265358979,25,0,0,1,,
21892416,218924,2016,SecCan,NA,SC06,ISC,3,4,A,400,513,Mimosa acantholoba,0.59,17.32,1,M,,,,,2004,,,,5.07,2.3,4.3,5.6,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.6,39.1520984453628,0.097880246113407,7.76758783600076,194.189695900019,25,0,0,2,,
21894816,218948,2016,SecCan,NA,SC06,ISC,3,1,A,ERR,490,Mimosa acantholoba,0.8,4,1,M?,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,No registrado 2016,
21906816,219068,2016,SecCan,NA,SC06,ISC,3,2,C,400,514,Mimosa acantholoba,1.81,9.51,1,M?,,,,,2004,,,,3.36,5.5,1.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,37.3928065593525,0.093482016398381,8.20741080750333,205.185270187583,25,0,0,1,,
21911216,219112,2016,SecCan,NA,SC06,ISC,3,2,C,400,518,Mimosa acantholoba,0.44,5.8,1,M,,,,,2004,,"2010,2015","2013,2016",5.2,3.97,3.3,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.1,39.5919214168654,0.098979803542163,10.28950133867,257.237533466749,25,0,0,1,"Reincluido 2016. No está muerto, pero sí en muy mal estado. CUA = 4 PosX = 0.44.",
21912916,219129,2016,SecCan,NA,SC06,ISC,3,4,A,200,497,Mimosa acantholoba,2.5,15.15,1,M,,,,,2004,,,,4.3,4.07,0.62,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,7.54767635024948,0.037738381751247,1.98187372551712,99.0936862758561,50,0,0,1,,
21920416,219204,2016,SecCan,NA,SC06,ISC,3,2,C,200,510,Mimosa acantholoba,3.45,9.87,1,M,,,,,2004,,,,4.77,4.5,2.05,4.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,4.7,23.074998040617,0.115374990203085,7.24529805734146,362.264902867073,50,0,0,2,,
21939616,219396,2016,SecCan,NA,SC06,ISC,2,1,C,400,538,Mimosa acantholoba,0.37,0.3,1,M,,,,,2004,,2008,2011,3.8,4.6,1.7,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,9.6,72.3822947387088,0.180955736846772,6.14181363776804,153.545340944201,25,0,0,1,Tronco abierto. DAP aumentado.,
21944016,219440,2016,SecCan,NA,SC06,ISC,2,1,C,400,547,Mimosa acantholoba,1.14,1.2,1,M?,,,,,2004,,,,5.12,4.3,4,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,14.1,156.145008865047,0.390362522162617,13.5088484104361,337.721210260903,25,0,0,1,,
21946416,219464,2016,SecCan,NA,SC06,ISC,2,2,A,ERR,532,Mimosa acantholoba,1.7,7.95,1,M,,,,,2004,,"2013,2016",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,Excluido 2016. Caido. Rebrotes no alcanzan CIDM.,
21954916,219549,2016,SecCan,NA,SC06,ISC,2,1,C,100,529,Mimosa acantholoba,3,0.8,1,M,,,,,2004,,,,3.9,3.3,1.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.3,4.1547562843725,0.041547562843725,3.62853951489621,362.853951489621,100,0,0,1,,
21955616,219556,2016,SecCan,NA,SC06,ISC,2,4,A,400,525,Mimosa acantholoba,3.05,15.38,1,M,,,,,2011,,,,5.7,3.3,2.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,28.2743338823081,0.07068583470577,5.70199066626548,142.549766656637,25,0,0,1,,
21956316,219563,2016,SecCan,NA,SC06,ISC,2,4,A,400,552,Mimosa acantholoba,3.4,16,1,M,,,,,2012,,,,5.8,4.1,4.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,8.7,59.4467869875528,0.148616967468882,14.16858286769,354.214571692249,25,0,0,1,"Revisar DAP en 2014 (y anteriores), y en censo 2017",
21959416,219594,2016,SecCan,NA,SC06,ISC,2,2,A,400,535,Mimosa acantholoba,4.14,9.9,1,0,,,,,2004,,2011,2013,5.2,2.3,4.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.8,26.4207942166902,0.066051985541725,7.58694625841935,189.673656460484,25,0,0,1,,
21960016,219600,2016,SecCan,NA,SC06,ISC,2,3,B,400,541,Mimosa acantholoba,4.22,14.75,1,M,,,,,2004,,,,3.97,2.1,2.2,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,11.5,103.868907109313,0.259672267773281,3.62853951489621,90.7134878724053,25,0,0,1,,
21965516,219655,2016,SecCan,NA,SC06,ISC,2,4,A,400,544,Mimosa acantholoba,4.5,18.5,1,M,,,,,2004,,,,4.2,2.6,1.9,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,15.7,193.592793295837,0.483981983239593,3.87986692718339,96.9966731795849,25,0,0,1,,
21976116,219761,2016,SecCan,NA,SC06,ISC,1,3,A,200,572,Mimosa acantholoba,0.2,10.45,1,NO ENCONTRADO,,,,,2004,,2010,2012,2.8,3.1,0.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,15.9043128087983,0.079521564043992,2.19126087587888,109.563043793944,50,0,0,1,,
21977816,219778,2016,SecCan,NA,SC06,ISC,1,3,A,400,579,Mimosa acantholoba,0.25,11.33,1,M,,,,,2011,,,,6.35,4.2,2.7,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,9.2,66.47610054996,0.1661902513749,8.90641517292706,222.660379323177,25,0,0,1,,
21980816,219808,2016,SecCan,NA,SC06,ISC,1,1,C,400,593,Mimosa acantholoba,0.35,0.9,1,M,,,,,2013,,,,3.24,1.4,1.5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,21.237166338267,0.053092915845668,1.64933614313464,41.233403578366,25,0,0,1,,
21995216,219952,2016,SecCan,NA,SC06,ISC,1,4,A,400,562,Mimosa acantholoba,1.2,15.9,1,0,,,,,2004,,,,6.75,4.4,3.07,8.7,5.8,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,8.7,109.625875647016,0.27406468911754,10.6091583911727,265.228959779318,25,0,0,3,,
22003316,220033,2016,SecCan,NA,SC06,ISC,1,2,B,400,582,Mimosa acantholoba,1.98,6.4,1,M,,,,,2012,,,,5.9,5.5,2.8,9.1,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,9.1,86.2759882492097,0.215689970623024,12.0951317163207,302.378292908018,25,0,0,2,,
22015616,220156,2016,SecCan,NA,SC06,ISC,1,1,C,400,592,Mimosa acantholoba,3.05,4.25,1,M,,,,,2004,,,,4.25,1.5,1.1,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.8,60.8212337734984,0.152053084433746,1.29590696960579,32.3976742401447,25,0,0,1,,
22022416,220224,2016,SecCan,NA,SC06,ISC,1,4,A,400,554,Mimosa acantholoba,3.79,16.05,1,M,,,,,2004,,,,7.15,3.4,2.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,176.714586764426,0.441786466911065,5.87477826221291,146.869456555323,25,0,0,1,,
22023116,220231,2016,SecCan,NA,SC06,ISC,1,3,A,400,588,Mimosa acantholoba,3.8,10.24,1,0,,,,,2004,,,,6.33,2.9,3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5.7,25.5175863287831,0.063793965821958,6.8329640215578,170.824100538945,25,0,0,1,,
22028616,220286,2016,SecCan,NA,SC06,ISC,1,1,C,400,587,Mimosa acantholoba,4.7,0.5,1,M,,,,,2004,,,,7.52,3.7,5,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.3,41.85386812745,0.104634670318625,14.5298660228528,363.24665057132,25,0,0,1,,
22041516,220415,2016,SecCan,NA,SC08,TOA,1,1,A,400,240,Mimosa acantholoba,4.1,0.300000000000001,1,M,,,,,2012,,,,5.1,3.2,3,5.7,5.9,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,7.5,97.0359430877547,0.242589857719387,7.5398223686155,188.495559215388,25,0,0,3,,
22058316,220583,2016,SecCan,NA,SC08,TOA,1,1,A,400,238,Mimosa acantholoba,0.9,1.52,1,1,41,2,,,2012,,,,5.65,4.2,5.1,6.9,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,7.6,82.7574044771891,0.206893511192973,16.8232286599733,420.580716499334,25,0,0,2,,
22039216,220392,2016,SecCan,NA,SC08,TOA,1,2,A,400,235,Mimosa acantholoba,4.37,6.63,1,1,18,5,,,2012,,,,4.9,3,3.6,5.3,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.8,58.3786454853323,0.145946613713331,8.48230016469244,212.057504117311,25,0,0,2,Revisar DAP 2 2015 (prob. 6.8 cm),
22043916,220439,2016,SecCan,NA,SC08,TOA,1,2,A,400,236,Mimosa acantholoba,3.89,6.79,1,1,15,3,,,2013,,,,3.97,4,2.9,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.1,20.4282062299676,0.051070515574919,9.1106186954104,227.76546738526,25,0,0,1,Revisar DAP 1 2015,
22052116,220521,2016,SecCan,NA,SC08,TOA,1,3,B,400,231,Mimosa acantholoba,1.35,10.9,1,1,50,4,,,2009,,,,5.46,3.8,4.8,6.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,6.4,47.3752172161341,0.118438043040335,14.3256625003695,358.141562509236,25,0,0,2,,
22047716,220477,2016,SecCan,NA,SC08,TOA,1,3,B,400,232,Mimosa acantholoba,3.54,10.96,1,0,,,,,2009,,,,5.99,4.8,6.1,5.1,4.2,3.8,3.9,4.7,4.5,9,8.6,,,,,,,,,,,,,,,,,,,,,,,3.8,9,212.52874301535,0.531321857538374,22.9964582242773,574.911455606932,25,0,0,8,,
22054516,220545,2016,SecCan,NA,SC08,TOA,1,3,B,200,229,Mimosa acantholoba,1.3,13.2,1,M,,,,,2013,,,,1.9,0.9,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,7.54767635024948,0.037738381751247,0.282743338823081,14.1371669411541,50,0,0,1,,
22046016,220460,2016,SecCan,NA,SC08,TOA,1,3,B,400,228,Mimosa acantholoba,3.6,14.2,1,0,,,,,2009,,,,6.3,3.4,4.9,7.8,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,7.8,59.7295303263759,0.14932382581594,13.0847334022015,327.118335055037,25,0,0,2,,
22057616,220576,2016,SecCan,NA,SC08,TOA,1,3,B,200,227,Mimosa acantholoba,1,14.4,1,1,44,3,,,2013,,,,4.2,3.7,2.7,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4,22.1874981159779,0.11093749057989,7.84612765234051,392.306382617025,50,0,0,2,,
22051416,220514,2016,SecCan,NA,SC08,TOA,1,4,C,400,222,Mimosa acantholoba,2.45,15.65,1,0,,,,,2006,,,,6.5,3.55,5.2,9.3,7.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,9.3,142.856071940362,0.357140179850905,14.4984500963169,362.461252407922,25,0,0,3,,
22089716,220897,2016,SecCan,NA,SC08,TOA,2,1,A,400,265,Mimosa acantholoba,2.4,1.6,1,M?,,,,,2011,,,,3.9,2.7,3.38,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,27.3397100678652,0.068349275169663,7.16754363916511,179.188590979128,25,0,0,1,,
22080416,220804,2016,SecCan,NA,SC08,TOA,2,1,A,400,263,Mimosa acantholoba,3.4,4.7,1,0,,,,,2012,,,,4.65,2.7,3.7,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,27.3397100678652,0.068349275169663,7.84612765234051,196.153191308513,25,0,0,1,,
22098916,220989,2016,SecCan,NA,SC08,TOA,2,2,C,400,261,Mimosa acantholoba,0.5,7.3,1,M,,,,,2009,,,,4,2.74,1.7,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.1,39.5919214168654,0.098979803542163,3.65838464510531,91.4596161276329,25,0,0,1,,
22094116,220941,2016,SecCan,NA,SC08,TOA,2,2,C,200,257,Mimosa acantholoba,1.6,8.5,1,M,,,Tenía la etiqueta G27 y así está registrado en la base que llevaba Jorge,,2009,,,,4.45,2.3,2.5,2.4,3.6,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.9,26.6485596840754,0.133242798420377,4.51603943953533,225.801971976766,50,0,0,3,TAG = G57,
22064416,220644,2016,SecCan,NA,SC08,TOA,2,2,C,400,260,Mimosa acantholoba,4.73,8.7,1,1,9,3,,,2006,,,,4.75,3.1,2.5,2.8,3.3,6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,6,49.5900400369149,0.123975100092287,6.08683576633022,152.170894158256,25,0,0,4,,
22099616,220996,2016,SecCan,NA,SC08,TOA,2,2,C,200,256,Mimosa acantholoba,0.6,9.6,1,M,,,,,2009,,,,3.45,1.5,0.6,2.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.1,12.4564148714835,0.062282074357418,0.706858347057703,35.3429173528852,50,0,0,2,,
22097216,220972,2016,SecCan,NA,SC08,TOA,2,3,A,400,255,Mimosa acantholoba,1.2,10.9,1,M,,,,,2011,,,,4.13,2.5,2.8,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.4,32.1699087727595,0.080424771931899,5.49778714378214,137.444678594553,25,0,0,1,,
22063716,220637,2016,SecCan,NA,SC08,TOA,2,3,A,400,253,Mimosa acantholoba,4.1,11.88,1,1,122,4,,,2013,,,,5.15,3.9,3,5.6,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.6,47.5322968488136,0.118830742122034,9.18915851175015,229.728962793754,25,0,0,2,,
22071216,220712,2016,SecCan,NA,SC08,TOA,2,4,B,400,249,Mimosa acantholoba,1,17.3,1,0,,,,,2011,,,,6.26,3.3,2.4,7.7,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,7.7,80.7782011054276,0.201945502763569,6.22035345410779,155.508836352695,25,0,0,2,Revisar DAP2 2015,
22134416,221344,2016,SecCan,NA,SC08,TOA,3,1,B,200,310,Mimosa acantholoba,1.5,0.48,1,0,,,,,2012,,,,3.42,2.47,1.28,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,8.04247719318987,0.040212385965949,2.48311483339737,124.155741669869,50,0,0,1,,
22102316,221023,2016,SecCan,NA,SC08,TOA,3,1,B,400,302,Mimosa acantholoba,4.99,4.9,1,1,54,2,,,2012,,,,4.65,1.9,2.1,3.2,5.8,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,6.1,63.6879370698991,0.159219842674748,3.13373867195582,78.3434667988955,25,0,0,3,,
22117716,221177,2016,SecCan,NA,SC08,TOA,3,2,A,400,301,Mimosa acantholoba,3.03,6.13,1,1,36,5,,,2012,,,,4.68,2.1,3,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.4,32.1699087727595,0.080424771931899,4.94800842940392,123.700210735098,25,0,0,1,,
22123816,221238,2016,SecCan,NA,SC08,TOA,3,2,A,400,300,Mimosa acantholoba,2.64,7.01,1,M,,,,,2013,,,,3.79,1.5,2.5,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.3,22.0618344098343,0.055154586024586,2.94524311274043,73.6310778185108,25,0,0,1,,
