RUID,UID,Census,Set,SubSet,PlotCode,Plot,Tra,Qua,Crit,Sample,Tag,Species,PosX,PosY,Sup,Rep,FrutPerBranch,NumbBranch,AvrgSeeds,CAR,RecrYr,DeadYr,ExcYr,RincYr,Height,CovD1,CovD2,DBH01,DBH02,DBH03,DBH04,DBH05,DBH06,DBH07,DBH08,DBH09,DBH10,DBH11,DBH12,DBH13,DBH14,DBH15,DBH16,DBH17,DBH18,DBH19,DBH20,DBH21,DBH22,DBH23,DBH24,DBH25,DBH26,DBH27,DBH28,DBH29,DBH30,minDBH,maxDBH,Basal.cm2/plot,Basal.m2/ha,Cob.m2/plot,Cob.m2/ha,Dens.ha,Rec.ha,Mu.ha,Stems,Observaciones anuales,Historial de objeto,
23371207,233712,2007,SecCan,NA,SC16,JUL,4,3,C,200,262,Lysiloma divaricatum,0.6,10.8,1,,,,,,,,,,3.9,3.4,4.72,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,4.9,188574099032,0.09428705,126040697262,6302034863101,50,0,0,1,,,
23379807,233798,2007,SecCan,NA,SC16,JUL,4,3,C,400,256,Lysiloma divaricatum,3.33,13.2,1,,,,,,,,,,6.45,4.5,2.66,11.2,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,11.2,11372565406,0.284314135,94012160159,2350304003967,25,0,0,2,,,
23380407,233804,2007,SecCan,NA,SC16,JUL,4,3,C,400,258,Lysiloma divaricatum,3.7,13.75,1,,,,,,,,,,5,5.67,5.78,7.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,7.4,543495529071,0.135873882,257395398498,643488496244,25,0,0,2,,,
23383507,233835,2007,SecCan,NA,SC16,JUL,4,3,C,400,259,Lysiloma divaricatum,3,14.2,1,,,,,,,,,,7.55,7.16,5.4,16.7,6.4,4.2,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,16.7,3069178942925,0.767294736,303666345896,75916586474,25,0,0,4,,,
22347807,223478,2007,SecCan,NA,SC09,MAL,2,2,A,400,162,Mimosa acantholoba,0.67,6.8,1,,,,,,,,2010,2012,4.95,5.77,3.86,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,13.2,1368477759904,0.34211944,174925449748,4373136243705,25,0,0,1,,,
22343007,223430,2007,SecCan,NA,SC09,MAL,2,3,A,400,160,Mimosa acantholoba,4.99,10.01,,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,tco ppal mto,,
22339307,223393,2007,SecCan,NA,SC09,MAL,2,3,A,400,153,Mimosa acantholoba,2.78,13.6,1,,,,,,,2008,,,5.22,3.3,6.3,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,13.5,1431388152792,0.357847038,16328427817,4082106954258,25,0,0,1,,,
22311907,223119,2007,SecCan,NA,SC09,MAL,2,4,C,400,131,Mimosa acantholoba,4.82,19.58,1,,,,,,,,,,4.7,3.5,2.3,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.4,554176944093,0.138544236,63224552153,1580613803837,25,0,0,1,,,
22310207,223102,2007,SecCan,NA,SC09,MAL,2,4,C,400,133,Mimosa acantholoba,2.28,19.75,1,,,,,,,,,,6.71,3.54,4.28,14.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,14.3,1619333933293,0.404833483,118997246533,2974931163317,25,0,0,2,,,
22306507,223065,2007,SecCan,NA,SC09,MAL,3,1,C,400,129,Mimosa acantholoba,0.17,1.32,1,,,,,,,2014,,,4.95,3.74,2.37,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,11.2,985203456166,0.246300864,69616122407,1740403060181,25,0,0,1,,,
22294507,222945,2007,SecCan,NA,SC09,MAL,3,1,C,400,118,Mimosa acantholoba,2.5,4.2,1,,,,,,,2014,,,4.9,5.1,3.5,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,10.6,882473376393,0.220618344,140193572166,3504839304161,25,0,0,1,,,
22286007,222860,2007,SecCan,NA,SC09,MAL,3,2,A,400,109,Mimosa acantholoba,5,7.3,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
22281507,222815,2007,SecCan,NA,SC09,MAL,3,2,A,400,N109,Mimosa acantholoba,4.88,9.8,1,,,,,,,2016,,,4.55,2.7,4.66,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,430084034276,0.107521009,98818796919,2470469922967,25,0,0,1,,,
22275407,222754,2007,SecCan,NA,SC09,MAL,3,3,B,400,98,Mimosa acantholoba,3.77,11.06,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
22272307,222723,2007,SecCan,NA,SC09,MAL,3,3,B,400,99,Mimosa acantholoba,1.73,13.09,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
22264807,222648,2007,SecCan,NA,SC09,MAL,3,4,A,400,80,Lysiloma divaricatum,1.9,15.54,1,,,,,,,,,,5.64,4.3,3.9,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,679290871522,0.169822718,131711272002,3292781800044,25,0,0,1,,,
22261707,222617,2007,SecCan,NA,SC09,MAL,3,4,A,400,82,Mimosa acantholoba,1.23,15.91,1,,,,,,,,,,5.1,4.56,2.05,6.9,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,7.3,792466746868,0.198116687,73419020314,183547550786,25,0,0,2,,,
22260007,222600,2007,SecCan,NA,SC09,MAL,3,4,A,400,84,Mimosa acantholoba,2.31,16.08,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22259407,222594,2007,SecCan,NA,SC09,MAL,3,4,A,400,81,Lysiloma divaricatum,2.49,16.13,1,,,,,,,,,,5.45,2.5,1.9,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,453645979178,0.113411495,37306412761,932660319034,25,0,0,1,,,
22256307,222563,2007,SecCan,NA,SC09,MAL,3,4,A,400,78,Lysiloma divaricatum,0.75,18.18,1,,,,,,,,,,6.05,5.3,4.6,9.2,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,9.2,1154927999276,0.288732,191480072236,4787001805907,25,0,0,2,,,
22255607,222556,2007,SecCan,NA,SC09,MAL,3,4,A,400,77,Mimosa acantholoba,2,19.79,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22245707,222457,2007,SecCan,NA,SC09,MAL,4,1,A,400,62,Lysiloma divaricatum,2.73,4.8,1,,,,,,,,,,4.1,3.33,2.75,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.2,30190705401,0.075476764,71922836813,1798070920328,25,0,0,1,,,
22244007,222440,2007,SecCan,NA,SC09,MAL,4,2,B,400,X065,Lysiloma divaricatum,2.76,5.03,1,,,,,,,,,,4.05,4.9,4.4,6.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6.2,372592888716,0.093148222,169331844028,4233296100712,25,0,0,2,,,
22241907,222419,2007,SecCan,NA,SC09,MAL,4,2,B,200,59,Mimosa acantholoba,2.95,5.75,1,,,,,,,2016,,,4.85,0.92,2.34,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.8,180955736847,0.090477868,16908051662,845402583081,50,0,0,1,,,
22239607,222396,2007,SecCan,NA,SC09,MAL,4,2,B,200,308,Lysiloma divaricatum,2.39,5.9,1,,,,,,2006,,,,2.85,1.9,2.14,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,57255526112,0.028627763,31934289324,1596714466187,50,0,0,1,,,
22238907,222389,2007,SecCan,NA,SC09,MAL,4,2,B,400,X063,Lysiloma divaricatum,3.55,6,1,,,,,,,,,,4.15,3.9,1.8,2.5,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,7.1,445006599381,0.11125165,55134951071,1378373776763,25,0,0,2,,,
22236507,222365,2007,SecCan,NA,SC09,MAL,4,2,B,400,61,Mimosa acantholoba,1.6,6.1,1,,,,,,,2016,,,5.3,4.54,3.8,16.7,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,16.7,2705696672904,0.676424168,135496891149,3387422278733,25,0,0,2,,,
22232707,222327,2007,SecCan,NA,SC09,MAL,4,2,B,200,56,Lysiloma divaricatum,3.88,6.55,1,,,,,,,2016,,,4.7,3.1,2.2,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,166190251375,0.083095126,53564154744,2678207737185,50,0,0,1,,,
22230307,222303,2007,SecCan,NA,SC09,MAL,4,2,B,200,49,Lysiloma divaricatum,4.58,6.71,1,,,,,,,,,,3.45,2.14,2.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,96211275016,0.048105638,45380305881,2269015294055,50,0,0,1,,,
22229707,222297,2007,SecCan,NA,SC09,MAL,4,2,B,200,284,Lysiloma divaricatum,1.8,6.75,1,,,,,,2005,,,,2.5,0.9,1.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,57255526112,0.028627763,10602875206,530143760293,50,0,0,1,,,
22222807,222228,2007,SecCan,NA,SC09,MAL,4,2,B,400,47,Lysiloma divaricatum,0.92,8,1,,,,,,,2016,,,4.35,2.3,1.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,273397100679,0.068349275,3432189974,858047493512,25,0,0,1,,,
22220407,222204,2007,SecCan,NA,SC09,MAL,4,2,B,400,42,Mimosa acantholoba,4.95,8.58,,,,,,,,2005,,,2.25,2.54,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,tronco acostado,,
22217407,222174,2007,SecCan,NA,SC09,MAL,4,2,B,400,43,Mimosa acantholoba,2.44,9.72,1,,,,,,,,,,5.25,5.1,4.25,7.3,4.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,7.3,89928089709,0.224820224,170235051916,425587629791,25,0,0,3,,,
22213607,222136,2007,SecCan,NA,SC09,MAL,4,3,A,400,35,Mimosa acantholoba,3.35,12.53,1,,,,,,,2008,,,3.6,2.8,1.9,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,237582944428,0.059395736,41783182293,1044579557319,25,0,0,1,semi muerto,,
22211207,222112,2007,SecCan,NA,SC09,MAL,4,3,A,400,34,Mimosa acantholoba,3.6,14.33,1,,,,,,,,2008,,3.85,3.5,3,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,9.6,723822947387,0.180955737,82466807157,2061670178918,25,0,0,1,,,
22207507,222075,2007,SecCan,NA,SC09,MAL,4,4,C,400,23,Lysiloma divaricatum,2.2,15.8,1,,,,,,,,,,4.65,3.1,2.7,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,273397100679,0.068349275,65737826276,1643445656909,25,0,0,1,,,
22205107,222051,2007,SecCan,NA,SC09,MAL,4,4,C,200,18,Lysiloma divaricatum,3,16.72,1,,,,,,,,,,3.5,3.5,2.9,3.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,4.2,229336263712,0.114668132,79717913585,3985895679242,50,0,0,2,,,
22203707,222037,2007,SecCan,NA,SC09,MAL,4,4,C,400,22,Mimosa acantholoba,2,16.9,1,,,,,,,,,,5.5,5.1,3.5,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,13.6,145267244302,0.363168111,140193572166,3504839304161,25,0,0,1,,,
22202007,222020,2007,SecCan,NA,SC09,MAL,4,4,C,400,282,Lysiloma divaricatum,2.67,16.95,,,,,,,2005,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
22201307,222013,2007,SecCan,NA,SC09,MAL,4,4,C,200,17,Lysiloma divaricatum,2.9,17,1,,,,,,,2012,,,2.35,2.1,1.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,49087385212,0.024543693,19792033718,989601685881,50,0,0,1,,,
22197907,221979,2007,SecCan,NA,SC09,MAL,4,4,C,200,9,Lysiloma divaricatum,0.15,18.05,1,,,,,,,,,,2.95,2.9,1.8,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,4.1,132025431267,0.066012716,40997784129,2049889206467,50,0,0,1,,,
22193107,221931,2007,SecCan,NA,SC09,MAL,4,4,C,400,14,Lysiloma divaricatum,3.21,18.32,1,,,,,,,,,,5.33,6.05,4.88,13.6,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,13.6,2679857073328,0.669964268,231880953761,5797023844037,25,0,0,2,,,
22192407,221924,2007,SecCan,NA,SC09,MAL,4,4,C,200,7,Lysiloma divaricatum,0.5,18.45,1,,,,,,,,,,4.1,3.1,2.3,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,4.9,188574099032,0.09428705,5599888905,2799944452512,50,0,0,1,,,
22189407,221894,2007,SecCan,NA,SC09,MAL,4,4,C,400,8,Mimosa acantholoba,0.2,18.75,1,,,,,,,2016,,,3.72,3.8,3.14,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,6.6,342119439976,0.08552986,93713708857,2342842721415,25,0,0,1,,,
22186307,221863,2007,SecCan,NA,SC09,MAL,4,4,C,400,24,Lysiloma divaricatum,1.05,19,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22184907,221849,2007,SecCan,NA,SC09,MAL,4,4,C,100,2,Lysiloma divaricatum,3.42,19.07,1,,,,,,,2012,,,2.6,1.4,1.75,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,17671458676,0.017671459,19242255003,1924225500324,100,0,0,1,,,
22183207,221832,2007,SecCan,NA,SC09,MAL,4,4,C,200,6,Lysiloma divaricatum,3.04,19.65,1,,,,,,,,,,3.72,2.63,2.55,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.6,101787601976,0.050893801,52672727828,2633636391412,50,0,0,1,,,
22182507,221825,2007,SecCan,NA,SC09,MAL,4,4,C,100,21,Lysiloma divaricatum,0.17,19.85,1,,,,,,,,,,3,1.8,1.5,1.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.8,40840704497,0.040840705,21205750412,2120575041173,100,0,0,2,,,
23715407,237154,2007,SecCan,NA,SC11,MAR,3,4,B,400,130,Mimosa acantholoba,1.2,17.4,1,,,,,,,,,,4.15,3.2,2.9,3.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5.1,300493337316,0.075123334,72884949563,1822123739082,25,0,0,2,,,
23766607,237666,2007,SecCan,NA,SC11,MAR,3,4,B,400,157r,Mimosa acantholoba,1.32,17.92,1,,,,,,,,,,3.73,2.2,1.9,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.3,220618344098,0.055154586,3282964323,82074108075,25,0,0,1,,,
23767307,237673,2007,SecCan,NA,SC11,MAR,3,4,B,200,158a,Mimosa acantholoba,0.01,18.9,1,,,,,,,2008,,,3.1,2.75,2.26,3.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.6,182212373908,0.091106187,48812495855,2440624792758,50,0,0,2,,,
23734507,237345,2007,SecCan,NA,SC11,MAR,4,3,C,200,231,Mimosa acantholoba,3.45,10.9,1,,,,,,2004,,,,2.55,1.5,2.34,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,53092915846,0.026546458,27567475535,1378373776763,50,0,0,1,,,
23755007,237550,2007,SecCan,NA,SC11,MAR,4,3,C,100,266,Mimosa acantholoba,4.98,13.42,1,,,,,,2005,,,,3.71,3.2,1.8,2.1,1.4,2,1.8,1.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1.4,2.1,150011049209,0.150011049,45238934212,4523893421169,100,0,0,6,,,
21189507,211895,2007,SecCan,NA,SC01,RIC,1,1,A,400,976,Mimosa acantholoba,1.2,4.92,1,,,,,,,2011,,,4.05,5.39,3.42,10,5.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,10,1339889266756,0.334972317,144778726644,3619468166109,25,0,0,3,,,
21185707,211857,2007,SecCan,NA,SC01,RIC,1,2,B,400,969,Mimosa acantholoba,3.45,6.47,1,,,,,,,2016,,,5.12,2.9,3.1,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,273397100679,0.068349275,70607294889,1765182372236,25,0,0,1,,,
21177207,211772,2007,SecCan,NA,SC01,RIC,1,2,B,400,966,Mimosa acantholoba,0.4,9.7,1,,,,,,,,,,5.9,3.32,2.52,6.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,6.1,405658151395,0.101414538,65709551942,1642738798562,25,0,0,2,,,
21175807,211758,2007,SecCan,NA,SC01,RIC,1,2,B,400,210,Mimosa acantholoba,2.95,9.82,1,,,,,,,2013,2010,,4.5,3.3,3.65,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.2,30190705401,0.075476764,94601208781,2365030219531,25,0,0,1,,,
21172707,211727,2007,SecCan,NA,SC01,RIC,1,3,C,400,959,Mimosa acantholoba,2.35,10.05,1,,,,,,,,,,4.85,3.54,1.86,7.5,7,5.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.5,1081807430264,0.270451858,51713756671,1292843916769,25,0,0,4,,,
21167307,211673,2007,SecCan,NA,SC01,RIC,1,3,C,200,184,Mimosa acantholoba,0.1,11.1,1,,,,,,,2011,,,3.5,4.5,4.93,4.1,3.1,3.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,4.1,411077398722,0.205538699,17424058255,8712029127486,50,0,0,4,,,
21159807,211598,2007,SecCan,NA,SC01,RIC,1,3,C,400,205,Mimosa acantholoba,3.8,12.5,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21153607,211536,2007,SecCan,NA,SC01,RIC,1,3,C,100,204,Mimosa acantholoba,4.25,14.4,1,,,,,,,2010,,,3.1,1.3,0.92,2.3,1.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.3,5921902152,0.059219022,0.939336203,939336203423,100,0,0,5,,,
21151207,211512,2007,SecCan,NA,SC01,RIC,1,3,C,400,182,Mimosa acantholoba,1.7,14.65,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21150507,211505,2007,SecCan,NA,SC01,RIC,1,3,C,400,949,Mimosa acantholoba,2.5,14.7,1,,,,,,,,,,5.85,3,3.8,5.6,4.2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,8,887499924639,0.221874981,89535390627,2238384765683,25,0,0,3,,,
21146807,211468,2007,SecCan,NA,SC01,RIC,1,4,A,400,947,Mimosa acantholoba,3.4,17.2,1,,,,,,,,,,4.7,3.81,2.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.4,321699087728,0.080424772,71816808061,1795420201527,25,0,0,1,,,
21145107,211451,2007,SecCan,NA,SC01,RIC,1,4,A,400,178,Mimosa acantholoba,0,19.7,1,,,,,,,2008,,,4.25,5,4.07,7.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,8.2,935252132974,0.233813033,159828526251,3995713156285,25,0,0,2,,,
21139007,211390,2007,SecCan,NA,SC01,RIC,2,2,A,400,160,Mimosa acantholoba,2.95,7,1,,,,,,,,,,4.7,3.84,2.63,7.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,7.6,657928041478,0.16448201,79318931318,1982973282946,25,0,0,2,,,
21138307,211383,2007,SecCan,NA,SC01,RIC,2,2,A,400,941,Mimosa acantholoba,1.25,7.1,1,,,,,,,,,,3.8,5.63,3.32,5.9,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.9,510980045106,0.127745011,14680348311,367008707774,25,0,0,2,,,
21136907,211369,2007,SecCan,NA,SC01,RIC,2,2,A,400,279,Mimosa acantholoba,3.95,7.3,1,,,,,,2004,2011,,,4.9,2.8,3.96,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,6.6,342119439976,0.08552986,87084948358,2177123708938,25,0,0,1,,,
21135207,211352,2007,SecCan,NA,SC01,RIC,2,2,A,400,940,Mimosa acantholoba,4.55,9.45,1,,,,,,,,,,6.3,3.46,4.4,9.2,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,9.2,1106547472411,0.276636868,119569016396,2989225409891,25,0,0,2,,,
21133807,211338,2007,SecCan,NA,SC01,RIC,2,3,B,400,156,Mimosa acantholoba,2.2,11.7,1,,,,,,,2014,,,4.15,2.6,2.2,5.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.3,282193560109,0.07054839,44924774946,1123119373658,25,0,0,2,,,
21131407,211314,2007,SecCan,NA,SC01,RIC,2,3,B,400,937,Mimosa acantholoba,0.3,12.2,1,,,,,,,,,,5.5,3.45,4.16,7,5.9,4.4,4.3,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,7,1008608321435,0.25215208,112720344411,281800861027,25,0,0,5,,,
21128407,211284,2007,SecCan,NA,SC01,RIC,2,3,B,200,347,Mimosa acantholoba,0.6,12.53,1,,,,,,2006,2013,,,3.5,1.5,1.23,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,53092915846,0.026546458,14490596115,724529805734,50,0,0,1,,,
21103107,211031,2007,SecCan,NA,SC01,RIC,2,4,C,200,915,Lysiloma divaricatum,3.74,19.6,1,,,,,,,,,,4.65,3.79,2.26,1.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,4.7,198941354789,0.099470677,67272494288,3363624714382,50,0,0,2,,,
21101707,211017,2007,SecCan,NA,SC01,RIC,3,1,A,400,913,Mimosa acantholoba,1.65,1.11,1,,,,,,,,2013,,5.5,3.2,4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,237582944428,0.059395736,100530964915,2513274122872,25,0,0,1,,,
21100007,211000,2007,SecCan,NA,SC01,RIC,3,1,A,400,912,Mimosa acantholoba,2,1.62,1,,,,,,,,,,3.5,4.33,3.22,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,373928065594,0.093482016,10950492433,2737623108246,25,0,0,1,,,
21099707,210997,2007,SecCan,NA,SC01,RIC,3,1,A,400,125,Mimosa acantholoba,4.85,1.7,1,,,,,,,2010,,,4.35,3.4,2.56,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.3,220618344098,0.055154586,68361056142,1709026403553,25,0,0,1,,,
21098007,210980,2007,SecCan,NA,SC01,RIC,3,1,A,400,305,Mimosa acantholoba,4.95,1.75,1,,,,,,2005,2011,,,4.15,4.3,1.83,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,282743338823,0.070685835,61802981478,1545074536944,25,0,0,1,,,
21094207,210942,2007,SecCan,NA,SC01,RIC,3,2,A,400,908,Mimosa acantholoba,1.6,6.8,1,,,,,,,,,,5.95,4.5,6.32,6.4,9.2,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,12.2,2155446719628,0.53886168,22336723767,5584180941756,25,0,0,3,,,
21093507,210935,2007,SecCan,NA,SC01,RIC,3,2,A,400,906,Mimosa acantholoba,3.1,7.45,1,,,,,,,2015,,,4.5,2.96,3.82,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,273397100679,0.068349275,88806541132,2220163528292,25,0,0,1,,,
21091107,210911,2007,SecCan,NA,SC01,RIC,3,2,A,400,101,Mimosa acantholoba,1,8.2,1,,,,,,,2011,,,4.6,5.2,4.02,5.7,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,6.3,56690039434,0.141725099,164179632077,4104490801915,25,0,0,2,,,
21090407,210904,2007,SecCan,NA,SC01,RIC,3,2,A,400,98,Mimosa acantholoba,4,8.8,1,,,,,,,2013,,,4.45,2.66,3.42,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,237582944428,0.059395736,71449241721,1786231043015,25,0,0,1,,,
21088107,210881,2007,SecCan,NA,SC01,RIC,3,3,C,400,75,Mimosa acantholoba,3.6,10.6,1,,,,,,,2009,,,4.75,5.2,3.62,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,8.6,580880481649,0.14522012,147843350278,3696083756948,25,0,0,1,,,
21079907,210799,2007,SecCan,NA,SC01,RIC,3,3,C,400,73,Mimosa acantholoba,3.5,13,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21072007,210720,2007,SecCan,NA,SC01,RIC,3,3,C,400,76,Mimosa acantholoba,4.55,13.8,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21070607,210706,2007,SecCan,NA,SC01,RIC,3,4,B,400,77,Mimosa acantholoba,1.9,15,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21066907,210669,2007,SecCan,NA,SC01,RIC,3,4,B,400,893,Mimosa acantholoba,0.3,16.25,1,,,,,,,,,,5.15,3.5,3.32,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.8,477836242611,0.119459061,91263266587,228158166467,25,0,0,1,,,
21063807,210638,2007,SecCan,NA,SC01,RIC,3,4,B,400,889,Mimosa acantholoba,4.5,18,1,,,,,,,,,,4.3,3.5,2.8,3.1,8.3,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,8.3,790032012561,0.197508003,76969020013,1924225500324,25,0,0,3,,,
21060707,210607,2007,SecCan,NA,SC01,RIC,3,4,B,400,898,Mimosa acantholoba,1,19.5,1,,,,,,,,,,6.2,3.36,3.6,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,8.1,515299735005,0.128824934,95001761845,2375044046114,25,0,0,1,,,
21059107,210591,2007,SecCan,NA,SC01,RIC,3,4,B,400,887,Mimosa acantholoba,3,19.7,1,,,,,,,,,,5.3,3.3,4.15,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,8.2,1056203450137,0.264050863,107560278477,2689006961932,25,0,0,2,,,
21057707,210577,2007,SecCan,NA,SC01,RIC,4,1,A,400,257,Mimosa acantholoba,3.2,0.1,,,,,,,2004,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
21055307,210553,2007,SecCan,NA,SC01,RIC,4,1,A,400,302,Mimosa acantholoba,2.88,1.15,,,,,,,2005,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21049207,210492,2007,SecCan,NA,SC01,RIC,4,2,A,400,50,Mimosa acantholoba,0.75,6.3,1,,,,,,,2008,,,2.8,3.82,3.55,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,196349540849,0.049087385,106507844938,2662696123458,25,0,0,1,,,
